slug,title,image,image_alt,gender,price_15ml,price_30ml,price_50ml,brand,top_notes,heart_notes,base_notes,link,stock_status
hypnse-homme,Hypnôse Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---HYPNOSE-HOMME.jpg,,Kişi,14.00,22.00,32.00,Lancôme,"berqamot, hil, nanə, naringi-mandarin",lavanda,"müşk, paçuli, ənbər",https://www.etirsah.com/az/product/1063,Stokda Var
hypnse-homme,Hypnôse Homme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---HYPNOSE-HOMME.jpg,,Kişi,26.00,46.00,72.00,Lancôme,"berqamot, hil, nanə, naringi-mandarin",lavanda,"müşk, paçuli, ənbər",https://www.etirsah.com/az/product/1064,Stokda Var
climat,Climat,https://www.etirsah.com/storage/photos/shares/etirler_yeni/climat.jpg,,Qadın,20.00,34.00,52.00,Lancôme,"berqamot, bənövşə, jasmin, nərgiz, qızılgül, şaftalı, inciçiçəyi","aldehidlər, rozmarin, tuberoza","müşk, səndəl, tonka-lobyası, vetivera, ənbər, bambuk, tsibetin",https://www.etirsah.com/az/product/1065,Stokda Var
hypnse-senses,Hypnôse Senses,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---HYPNOSE-SENSES-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"çəhrayı-istiot, naringi-mandarin, portağal","osmantus, qızılgül, ağ-bal","benzoin, paçuli, tonka-lobyası, fransız-labdanumu",https://www.etirsah.com/az/product/1066,Stokda Var
idle,Idôle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---IDOLE-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Lancôme,"armud, berqamot, çəhrayı-istiot","jasmin, qızılgül","ağ-müşk, paçuli, sidr, vanil",https://www.etirsah.com/az/product/1067,Stokda Var
lautre-oud,L'Autre Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---L%27AUTRE-OUD-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Lancôme,"zəfəran, damask-qızılgülü",aqar-ağacı-ud,"naqarmota-girdə-topalaq, olibanum",https://www.etirsah.com/az/product/1068,Stokda Var
la-nuit-trsor,La Nuit Trésor,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---LA-NUIT-TRESOR-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"armud, berqamot, tanqerin","orxideya, marakuyya, çiyələk","karamel, kumarin, liçi, paçuli, papirus, qəhvə, vanil, praline, büxur-ladan",https://www.etirsah.com/az/product/1069,Stokda Var
la-vie-est-belle-en-rose,La Vie est Belle en Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---LA-VIE-EST-BELLE-en-ROSE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"berqamot, çəhrayı-istiot, moruq, qırmızı-giləmeyvələr","pion, qızılgül, damask-qızılgülü, inciçiçəyi","müşk, paçuli, süsən, səndəl",https://www.etirsah.com/az/product/1070,Stokda Var
la-vie-est-belle,La Vie Est Belle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---LA-VIE-EST-BELLE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"armud, qara-qarağat","jasmin, portağal-çiçəyi, süsən","paçuli, tonka-lobyası, vanil, praline",https://www.etirsah.com/az/product/1071,Stokda Var
la-vie-est-belle,La Vie Est Belle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---LA-VIE-EST-BELLE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"armud, qara-qarağat","jasmin, portağal-çiçəyi, süsən","paçuli, tonka-lobyası, vanil, praline",https://www.etirsah.com/az/product/1072,Stokda Var
lavandes-trianon,Lavandes Trianon,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---LAVANDES-TRIANON-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Lancôme,süd,vanil,"lavanda, madaqaskar-vanili",https://www.etirsah.com/az/product/1073,Stokda Var
magie-noire,Magie Noire,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---MAGIE-NOIRE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"berqamot, bolqar-qızılgülü, moruq, qara-qarağat-yarpağı, qalbanum, sünbülçiçək, qara-qarağat-qönçələri","bal, ilanq-ilanq, jasmin, nərgiz, sidr, süsən-kökü, tuberoza, inciçiçəyi","müşk, paçuli, palıd-mamırı, səndəl, vetivera, ədviyyatlar, ənbər, mirra, büxur-ladan",https://www.etirsah.com/az/product/1074,Stokda Var
miracle,Miracle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---MIRACLE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"freziya, liçi","istiot, jasmin, maqnoliya, naringi-mandarin, zəncəfil","jasmin, müşk, ənbər",https://www.etirsah.com/az/product/1075,Stokda Var
oud-bouquet,Oud Bouquet,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---OUD-BOUQUET-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Lancôme,"praline, aqar-ağacı-ud","qızılgül, vanil","kopahu-balzamı, qvayak-ağacı",https://www.etirsah.com/az/product/1076,Stokda Var
oui-la-vie-est-belle,Oui La Vie est Belle,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---OUI-LA-VIE-EST-BELLE-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Lancôme,"berqamot, çəhrayı-istiot, moruq","ilanq-ilanq, qızılgül","paçuli, şirin-notlar, süsən",https://www.etirsah.com/az/product/1077,Stokda Var
poeme,Poeme,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---POEME-FOR-WOMEN.jpg,,Qadın,,,,Lancôme,"berqamot, lalə-xaşxaş, naringi-mandarin, nərgiz, şaftalı, yaşıl-notlar, gavalı, qara-qarağat, bruqmansiya","dəri, freziya, jasmin, mimoza, portağal-çiçəyi, qızılgül, tuberoza, vanil","müşk, portağal-çiçəyi, sidr, tonka-lobyası, vanil, ənbər",https://www.etirsah.com/az/product/1078,Stokda Yoxdur
tresor-in-love,Tresor In Love,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---TRESOR-IN-LOVE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"armud, berqamot, çəhrayı-istiot, nektarin","bənövşə, jasmin, şaftalı, damask-qızılgülü","müşk, virciniya-sidri",https://www.etirsah.com/az/product/1079,Stokda Var
trsor-midnight-rose,Trésor Midnight Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---TRESOR-MIDNIGHT-ROSE-FOR-WOMEN.jpg,,Qadın,,,,Lancôme,"moruq, qızılgül","çəhrayı-istiot, jasmin, pion, qara-qarağat-yarpağı","müşk, vanil, virciniya-sidri",https://www.etirsah.com/az/product/1080,Stokda Yoxdur
trsor-midnight-rose,Trésor Midnight Rose,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANCOME/LANCOME---TRESOR-MIDNIGHT-ROSE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lancôme,"moruq, qızılgül","çəhrayı-istiot, jasmin, pion, qara-qarağat-yarpağı","müşk, vanil, virciniya-sidri",https://www.etirsah.com/az/product/1081,Stokda Var
eclat-darpge,Eclat d’Arpège,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---ECLAT-D%27ARPEGE-FOR-WOMEN.jpg,,Qadın,,,,Lanvin,"yasəmən, petitgreyn-sitrus-yarpağı","qara-çay, osmantus, pion, şaftalı-çiçəyi, visteriya","müşk, sidr, ənbər",https://www.etirsah.com/az/product/1082,Stokda Yoxdur
eclat-darpge,Eclat d’Arpège,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---ECLAT-D%27ARPEGE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,"yasəmən, petitgreyn-sitrus-yarpağı","qara-çay, osmantus, pion, şaftalı-çiçəyi, visteriya","müşk, sidr, ənbər",https://www.etirsah.com/az/product/1083,Stokda Var
eclat-darpge,Eclat d’Arpège,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---ECLAT-D%27ARPEGE-FOR-WOMEN.jpg,,Qadın,,,,Lanvin,"yasəmən, petitgreyn-sitrus-yarpağı","qara-çay, osmantus, pion, şaftalı-çiçəyi, visteriya","müşk, sidr, ənbər",https://www.etirsah.com/az/product/1084,Stokda Yoxdur
eclat-darpege,Eclat d'Arpege,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---ECLAT-D%27ARPEGE-POUR-HOMME.jpg,,Kişi,14.00,22.00,32.00,Lanvin,"berqamot, laym, naringi-mandarin","bənövşə-yarpağı, jasmin, rozmarin","müşk, sidr, səndəl",https://www.etirsah.com/az/product/1085,Stokda Var
clat-de-nuit,Éclat de Nuit,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---ECLAT-DE-NUIT-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,"limon, qırmızı-alma, qara-qarağat","freziya, jasmin, portağal-çiçəyi, gecə-qadını-çiçəyi","səndəl, vanil, praline",https://www.etirsah.com/az/product/1086,Stokda Var
jeanne,Jeanne,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---JEANNE-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,"armud, böyürtkən, limon","freziya, moruq, pion, qızılgül","müşk, səndəl, ənbər",https://www.etirsah.com/az/product/1087,Stokda Var
lhomme-sport,L'Homme Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---L%27HOMME-%28ECLAT-SPORT%29.jpg,,Kişi,14.00,22.00,32.00,Lanvin,"berqamot, istiot, limon, petitgreyn-sitrus-yarpağı","lavanda, müşk-sürvəsi-adaçayı","müşk, palıd-mamırı, indoneziyadan-paçuli",https://www.etirsah.com/az/product/1088,Stokda Var
marry-me,Marry Me,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---MARRY-ME-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,"acı-portağal, freziya, şaftalı","jasmin, maqnoliya, qızılgül","müşk, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/1089,Stokda Var
marry-me,Marry Me,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---MARRY-ME-FOR-WOMEN.jpg,,Qadın,20.00,34.00,52.00,Lanvin,"acı-portağal, freziya, şaftalı","jasmin, maqnoliya, qızılgül","müşk, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/1090,Stokda Var
marry-me,Marry Me,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---MARRY-ME-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,"acı-portağal, freziya, şaftalı","jasmin, maqnoliya, qızılgül","müşk, ənbər, virciniya-sidri",https://www.etirsah.com/az/product/1091,Stokda Var
modern-princess,Modern Princess,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---MODERN-PRINCESS-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,"qırmızı-alma, qırmızı-qarağat","ağ-freziya, jasmin","ağ-müşk, ağac-notları, orxideya",https://www.etirsah.com/az/product/1092,Stokda Var
modern-princess,Modern Princess,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---MODERN-PRINCESS-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Lanvin,"qırmızı-alma, qırmızı-qarağat","ağ-freziya, jasmin","ağ-müşk, ağac-notları, orxideya",https://www.etirsah.com/az/product/1093,Stokda Var
rumeur,Rumeur,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LANVIN/LANVIN---RUMEUR-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Lanvin,maqnoliya,"jasmin, portağal-çiçəyi, qızılgül, gavalı, inciçiçəyi","müşk, paçuli, ənbər",https://www.etirsah.com/az/product/1094,Stokda Var
sheikh-al-shuyukh,Sheikh Al Shuyukh,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LATTAFA---SHEIKH-AL-SHUYUKH-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Lattafa,"sidr, aqar-ağacı-ud","lavanda, müşk-sürvəsi-adaçayı, rozmarin","paçuli, vetivera",https://www.etirsah.com/az/product/1095,Stokda Var
sheikh-al-shuyukh,Sheikh Al Shuyukh,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LATTAFA---SHEIKH-AL-SHUYUKH-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Lattafa,"sidr, aqar-ağacı-ud","lavanda, müşk-sürvəsi-adaçayı, rozmarin","paçuli, vetivera",https://www.etirsah.com/az/product/1096,Stokda Var
laura,Laura,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LAURA-BIAGIOTTI---LAURA-FOR-WOMEN.jpg,,Qadın,14.00,22.00,32.00,Laura Biagiotti,"berqamot, liçi, qarpız, şaftalı, yaşıl-notlar, gavalı, palisandr-çəhrayı-ağac","bənövşə, freziya, jasmin, orxideya, qızılgül, siklamen, inciçiçəyi","müşk, sidr, səndəl, vanil, vetivera, ənbər",https://www.etirsah.com/az/product/1097,Stokda Var
black-oud,Black Oud,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LAURENT-MAZZONE---BLACK-OUD-FOR-MEN.jpg,,Kişi,20.00,34.00,52.00,Laurent Mazzone Parfums,"hind-qozu, zirə, büxur-ladan","labdanum, aqar-ağacı-ud","sidr, səndəl, vanil, ənbər, kastoreum, tsibetin",https://www.etirsah.com/az/product/1098,Stokda Var
bergamote-22,Bergamote 22,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---BERGAMOTE-22-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Le Labo,"berqamot, qreyfrut","portağal-çiçəyi, vanil, petitgreyn-sitrus-yarpağı","müşk, sidr, vetivera",https://www.etirsah.com/az/product/1101,Stokda Var
fleur-doranger-27,Fleur d'Oranger 27,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---FLEUR-D%27ORANGER-27-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Le Labo,portağal-çiçəyi,petitgreyn-sitrus-yarpağı,"berqamot, limon",https://www.etirsah.com/az/product/1102,Stokda Var
fleur-doranger-27,Fleur d'Oranger 27,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---FLEUR-D%27ORANGER-27-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Le Labo,portağal-çiçəyi,petitgreyn-sitrus-yarpağı,"berqamot, limon",https://www.etirsah.com/az/product/1103,Stokda Var
rose-31,Rose 31,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---ROSE-31-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Le Labo,"qızılgül, zirə","qızılgül, sidr, vetivera","labdanum, müşk, aqar-ağacı-ud, qvayak-ağacı, olibanum",https://www.etirsah.com/az/product/1104,Stokda Var
santal-33,Santal 33,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---SANTAL-33-FOR-UNISEX.jpg,,Unisex,,,,Le Labo,"bənövşə, hil","papirus, süsən, ənbər","dəri, sidr, səndəl",https://www.etirsah.com/az/product/1105,Stokda Yoxdur
santal-33,Santal 33,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---SANTAL-33-FOR-UNISEX.jpg,,Unisex,20.00,34.00,52.00,Le Labo,"bənövşə, hil","papirus, süsən, ənbər","dəri, sidr, səndəl",https://www.etirsah.com/az/product/1106,Stokda Var
the-matcha-26,The Matcha 26,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---THE-MATCHA-26-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Le Labo,"acı-portağal, əncir","sidr, vetivera",matcha-çayı,https://www.etirsah.com/az/product/1107,Stokda Var
the-noir-29,The Noir 29,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---THE-NOIR-29-FOR-UNISEX.jpg,,Unisex,,,,Le Labo,"berqamot, əncir, dəfnə-yarpağı","müşk, sidr, vetivera","saman, tütün",https://www.etirsah.com/az/product/1108,Stokda Yoxdur
vetiver-46,Vetiver 46,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LE-LABO---VETIVER-46-FOR-UNISEX.jpg,,Unisex,,,,Le Labo,"vetivera, quayak-ağacı, olibanum","istiot, labdanum, sidr","berqamot, mixək, vanil, ənbər",https://www.etirsah.com/az/product/1109,Stokda Yoxdur
loewe-pour-homme-sport,Loewe pour Homme Sport,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOEWE---LOEWE-POUR-HOMME-SPORT.jpg,,Kişi,,,,Loewe,"istiot, qreyfrut","dəniz-suyu, lavanda, reyhan","müşk, sidr",https://www.etirsah.com/az/product/1110,Stokda Yoxdur
afternoon-swim,Afternoon Swim,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---AFTERNOON-SWIM-FOR-UNISEX.jpg,,Unisex,38.00,70.00,112.00,Louis Vuitton,naringi-mandarin,portağal,"berqamot, zəncəfil, boz-ənbər",https://www.etirsah.com/az/product/1111,Stokda Var
apoge,Apogée,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---APOGEE-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Louis Vuitton,"portağal, tanqerin","jasmin, maqnoliya, qızılgül, inciçiçəyi","ağ-müşk, səndəl, qvayak-ağacı",https://www.etirsah.com/az/product/1112,Stokda Var
apoge,Apogée,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---APOGEE-FOR-WOMEN.jpg,,Qadın,38.00,70.00,112.00,Louis Vuitton,"portağal, tanqerin","jasmin, maqnoliya, qızılgül, inciçiçəyi","ağ-müşk, səndəl, qvayak-ağacı",https://www.etirsah.com/az/product/1113,Stokda Var
attrape-rves,Attrape-Rêves,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---ATTRAPE-REVES-FOR-WOMEN.jpg,,Qadın,38.00,70.00,112.00,Louis Vuitton,"berqamot, liçi, zəncəfil","pion, türk-qızılgülü, kakao",paçuli,https://www.etirsah.com/az/product/1114,Stokda Var
cactus-garden,Cactus Garden,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---CACTUS-GARDEN-FOR-UNISEX.jpg,,Unisex,26.00,46.00,72.00,Louis Vuitton,lemonqras,mate,berqamot,https://www.etirsah.com/az/product/1115,Stokda Var
california-dream,California Dream,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---CALIFORNIA-DREAM-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Louis Vuitton,"müşk, naringi-mandarin","armud, ambretta-müşk-əməköməcisi",benzoin,https://www.etirsah.com/az/product/1116,Stokda Var
city-of-stars,City Of Stars,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---CITY-OF-STARS-FOR-UNISEX.jpg,,Unisex,32.00,58.00,92.00,Louis Vuitton,"berqamot, laym, limon, naringi-mandarin, qan-portağalı",tiare,"müşk, pudra-notları, səndəl",https://www.etirsah.com/az/product/1117,Stokda Var
cur-battant,Cœur Battant,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---COEUR-BATTANT-FOR-WOMEN.jpg,,Qadın,,,,Louis Vuitton,"armud, ambretta-müşk-əməköməcisi, cascalon","ilanq-ilanq, nərgiz, misir-jasmini","paçuli, mamır",https://www.etirsah.com/az/product/1118,Stokda Yoxdur
contre-moi,Contre Moi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---CONTRE-MOI-FOR-WOMEN.jpg,,Qadın,26.00,46.00,72.00,Louis Vuitton,"berqamot, limon, yaşıl-notlar","armud, maqnoliya, portağal-çiçəyi, qızılgül","vanil, kakao, ambretta-müşk-əməköməcisi, madaqaskar-vanili",https://www.etirsah.com/az/product/1119,Stokda Var
contre-moi,Contre Moi,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---CONTRE-MOI-FOR-WOMEN.jpg,,Qadın,50.00,94.00,152.00,Louis Vuitton,"berqamot, limon, yaşıl-notlar","armud, maqnoliya, portağal-çiçəyi, qızılgül","vanil, kakao, ambretta-müşk-əməköməcisi, madaqaskar-vanili",https://www.etirsah.com/az/product/1120,Stokda Var
dans-la-peau,Dans la Peau,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---DANS-LA-PEAU-FOR-WOMEN.jpg,,Qadın,44.00,82.00,132.00,Louis Vuitton,"ərik, su-notları","jasmin, maqnoliya, nərgiz","dəri, müşk",https://www.etirsah.com/az/product/1121,Stokda Var
toile-filante,Étoile Filante,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---ETOILE-FILANTE-FOR-WOMEN.jpg,,Qadın,32.00,58.00,92.00,Louis Vuitton,çiyələk,"jasmin, maqnoliya, osmantus",ağ-müşk,https://www.etirsah.com/az/product/1122,Stokda Var
fleur-du-dsert,Fleur du Désert,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---FLEUR-DU-DESERT-FOR-UNISEX.jpg,,Unisex,44.00,82.00,132.00,Louis Vuitton,"bal, darçın","jasmin, portağal-çiçəyi, qızılgül","ambroksan, aqar-ağacı-ud, ambretta-müşk-əməköməcisi",https://www.etirsah.com/az/product/1123,Stokda Var
imagination,Imagination,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---IMAGINATION-FOR-MEN.jpg,,Kişi,32.00,58.00,92.00,Louis Vuitton,"portağal, calabrian-berqamotu, sitron","darçın, neroli, zəncəfil","ambroksan, qvayak-ağacı, çin-çayı, olibanum",https://www.etirsah.com/az/product/1124,Stokda Var
limmensit,L’Immensité,https://www.etirsah.com/storage/photos/shares/etirler_en_son/L%20brendleri/LOUIS%20VUITTON/LOUIS-VUITTON---L%27IMMENSITE-FOR-MEN.jpg,,Kişi,38.00,70.00,112.00,Louis Vuitton,"berqamot, qreyfrut, zəncəfil","müşk-sürvəsi-adaçayı, rozmarin, ətirşah, su-notları","ambroksan, labdanum, ənbər",https://www.etirsah.com/az/product/1125,Stokda Var
